filename,RA,Dec
3.139 -66.406_[0.01193431 0.01193431] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.1390000000,-66.4060000000
3.147 -19.350_[0.009 0.009] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.1470000000,-19.3500000000
3.153 -19.348_[0.00955694 0.00955694] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.1530000000,-19.3480000000
3.156 -19.612_[0.01328157 0.01328157] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.1560000000,-19.6120000000
3.156 -29.779_[0.009 0.009] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.1560000000,-29.7790000000
3.156 -65.296_[0.01625468 0.01625468] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.1560000000,-65.2960000000
3.156 -66.122_[0.01005083 0.01005083] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.1560000000,-66.1220000000
3.157 -19.754_[0.01554928 0.01554928] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.1570000000,-19.7540000000
3.158 -30.461_[0.01441231 0.01441231] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.1580000000,-30.4610000000
3.167 -66.444_[0.01510742 0.01510742] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.1670000000,-66.4440000000
3.167 -66.484_[0.00969453 0.00969453] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.1670000000,-66.4840000000
3.168 -30.683_[0.009 0.009] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.1680000000,-30.6830000000
3.168 -65.827_[0.01022054 0.01022054] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.1680000000,-65.8270000000
3.171 -66.426_[0.01252645 0.01252645] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.1710000000,-66.4260000000
3.176 -19.248_[0.01335926 0.01335926] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.1760000000,-19.2480000000
3.176 -66.533_[0.01718662 0.01718662] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.1760000000,-66.5330000000
3.183 -66.254_[0.01612066 0.01612066] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.1830000000,-66.2540000000
3.196 -19.704_[0.00929661 0.00929661] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.1960000000,-19.7040000000
3.198 -65.803_[0.01260223 0.01260223] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.1980000000,-65.8030000000
3.200 -65.854_[0.0155709 0.0155709] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.2000000000,-65.8540000000
3.204 -31.369_[0.0284373 0.0284373] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.2040000000,-31.3690000000
3.206 -18.820_[0.02757487 0.02757487] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.2060000000,-18.8200000000
3.212 -19.952_[0.01363212 0.01363212] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.2120000000,-19.9520000000
3.245 -30.092_[0.0121519 0.0121519] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.2450000000,-30.0920000000
3.248 -84.696_[0.00936407 0.00936407] deg_(J2340.1-8510.Fix.1pln-forPyBDSF.FITS).fits.png,3.2480000000,-84.6960000000
3.253 -19.553_[0.01002347 0.01002347] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.2530000000,-19.5530000000
3.255 -30.480_[0.01106487 0.01106487] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.2550000000,-30.4800000000
3.257 -29.756_[0.04051411 0.04051411] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.2570000000,-29.7560000000
3.262 -19.275_[0.01441296 0.01441296] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.2620000000,-19.2750000000
3.264 -66.456_[0.01100816 0.01100816] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.2640000000,-66.4560000000
3.270 -30.347_[0.01199862 0.01199862] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.2700000000,-30.3470000000
3.274 -19.173_[0.01187336 0.01187336] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.2740000000,-19.1730000000
3.275 -66.966_[0.01855105 0.01855105] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.2750000000,-66.9660000000
3.281 -66.027_[0.01090816 0.01090816] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.2810000000,-66.0270000000
3.283 -65.982_[0.009 0.009] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.2830000000,-65.9820000000
3.286 -66.702_[0.00988038 0.00988038] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.2860000000,-66.7020000000
3.296 -19.123_[0.01400348 0.01400348] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.2960000000,-19.1230000000
3.302 -30.421_[0.01854101 0.01854101] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.3020000000,-30.4210000000
3.306 -19.088_[0.00919142 0.00919142] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.3060000000,-19.0880000000
3.308 -30.132_[0.00973054 0.00973054] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.3080000000,-30.1320000000
3.310 -29.783_[0.009 0.009] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.3100000000,-29.7830000000
3.311 -65.980_[0.0119353 0.0119353] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.3110000000,-65.9800000000
3.324 -30.699_[0.01501564 0.01501564] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.3240000000,-30.6990000000
3.340 -30.108_[0.01008142 0.01008142] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.3400000000,-30.1080000000
3.346 -29.944_[0.02402784 0.02402784] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.3460000000,-29.9440000000
3.346 -30.068_[0.01023138 0.01023138] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.3460000000,-30.0680000000
3.347 -30.198_[0.00956764 0.00956764] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.3470000000,-30.1980000000
3.349 -19.372_[0.00944305 0.00944305] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.3490000000,-19.3720000000
3.349 -19.564_[0.01007902 0.01007902] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.3490000000,-19.5640000000
3.353 -19.390_[0.01109503 0.01109503] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.3530000000,-19.3900000000
3.354 -65.896_[0.04821007 0.04821007] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.3540000000,-65.8960000000
3.361 -19.808_[0.00921363 0.00921363] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.3610000000,-19.8080000000
3.362 -29.954_[0.01346084 0.01346084] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.3620000000,-29.9540000000
3.365 -30.557_[0.01571993 0.01571993] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.3650000000,-30.5570000000
3.365 -30.697_[0.01912362 0.01912362] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.3650000000,-30.6970000000
3.368 -30.546_[0.009 0.009] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.3680000000,-30.5460000000
3.372 -19.393_[0.009 0.009] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.3720000000,-19.3930000000
3.374 -30.599_[0.01646041 0.01646041] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.3740000000,-30.5990000000
3.376 -29.896_[0.009 0.009] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.3760000000,-29.8960000000
3.383 -31.198_[0.0114285 0.0114285] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.3830000000,-31.1980000000
3.384 -19.696_[0.00953936 0.00953936] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.3840000000,-19.6960000000
3.386 -30.745_[0.05263337 0.05263337] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.3860000000,-30.7450000000
3.386 -65.875_[0.01016821 0.01016821] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.3860000000,-65.8750000000
3.390 -66.048_[0.0121858 0.0121858] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.3900000000,-66.0480000000
3.391 -18.737_[0.009 0.009] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.3910000000,-18.7370000000
3.399 -19.468_[0.009 0.009] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.3990000000,-19.4680000000
3.399 -31.187_[0.02858478 0.02858478] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.3990000000,-31.1870000000
3.401 -18.751_[0.01067795 0.01067795] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.4010000000,-18.7510000000
3.402 -65.632_[0.01003706 0.01003706] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.4020000000,-65.6320000000
3.402 -66.468_[0.0596164 0.0596164] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.4020000000,-66.4680000000
3.409 -30.154_[0.02481029 0.02481029] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.4090000000,-30.1540000000
3.410 -65.435_[0.009 0.009] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.4100000000,-65.4350000000
3.417 -19.754_[0.01289098 0.01289098] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.4170000000,-19.7540000000
3.420 -19.744_[0.01316176 0.01316176] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.4200000000,-19.7440000000
3.421 -30.148_[0.03067481 0.03067481] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.4210000000,-30.1480000000
3.426 -30.365_[0.06450398 0.06450398] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.4260000000,-30.3650000000
3.433 -18.793_[0.0102982 0.0102982] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.4330000000,-18.7930000000
3.434 -18.981_[0.01082589 0.01082589] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.4340000000,-18.9810000000
3.435 -65.958_[0.009 0.009] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.4350000000,-65.9580000000
3.438 -66.958_[0.01413118 0.01413118] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.4380000000,-66.9580000000
3.439 -30.154_[0.02438123 0.02438123] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.4390000000,-30.1540000000
3.445 -65.141_[0.01549018 0.01549018] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.4450000000,-65.1410000000
3.457 -18.930_[0.00940026 0.00940026] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.4570000000,-18.9300000000
3.457 -31.162_[0.02663895 0.02663895] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.4570000000,-31.1620000000
3.472 -19.680_[0.009 0.009] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.4720000000,-19.6800000000
3.476 -31.024_[0.01263625 0.01263625] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.4760000000,-31.0240000000
3.487 -20.026_[0.01418609 0.01418609] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.4870000000,-20.0260000000
3.489 -29.974_[0.009 0.009] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.4890000000,-29.9740000000
3.491 -66.060_[0.01119483 0.01119483] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.4910000000,-66.0600000000
3.493 -19.754_[0.01424729 0.01424729] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.4930000000,-19.7540000000
3.498 -29.915_[0.01022673 0.01022673] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.4980000000,-29.9150000000
3.498 -30.708_[0.02477634 0.02477634] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.4980000000,-30.7080000000
3.499 -30.346_[0.01259221 0.01259221] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.4990000000,-30.3460000000
3.506 -29.796_[0.01306206 0.01306206] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.5060000000,-29.7960000000
3.515 -19.228_[0.01027201 0.01027201] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.5150000000,-19.2280000000
3.516 -19.678_[0.009 0.009] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.5160000000,-19.6780000000
3.520 -66.095_[0.009 0.009] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.5200000000,-66.0950000000
3.521 -19.662_[0.01472161 0.01472161] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.5210000000,-19.6620000000
3.522 -31.132_[0.01057824 0.01057824] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.5220000000,-31.1320000000
3.527 -30.226_[0.009 0.009] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.5270000000,-30.2260000000
3.529 -19.137_[0.009 0.009] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.5290000000,-19.1370000000
3.531 -19.447_[0.01015749 0.01015749] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.5310000000,-19.4470000000
3.536 -30.403_[0.01553628 0.01553628] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.5360000000,-30.4030000000
3.539 -65.619_[0.01672408 0.01672408] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.5390000000,-65.6190000000
3.545 -19.782_[0.009 0.009] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.5450000000,-19.7820000000
3.545 -66.156_[0.01137 0.01137] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.5450000000,-66.1560000000
3.548 -19.434_[0.01020063 0.01020063] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.5480000000,-19.4340000000
3.551 -30.877_[0.01164033 0.01164033] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.5510000000,-30.8770000000
3.561 -18.888_[0.009 0.009] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.5610000000,-18.8880000000
3.569 -66.048_[0.00928121 0.00928121] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.5690000000,-66.0480000000
3.577 -19.452_[0.01386062 0.01386062] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.5770000000,-19.4520000000
3.587 -66.427_[0.009 0.009] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.5870000000,-66.4270000000
3.588 -30.433_[0.02088173 0.02088173] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.5880000000,-30.4330000000
3.589 -30.388_[0.12655866 0.12655866] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.5890000000,-30.3880000000
3.595 -19.380_[0.0109881 0.0109881] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.5950000000,-19.3800000000
3.596 -18.582_[0.01311425 0.01311425] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.5960000000,-18.5820000000
3.596 -18.764_[0.01365067 0.01365067] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.5960000000,-18.7640000000
3.597 -65.253_[0.01462859 0.01462859] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.5970000000,-65.2530000000
3.598 -30.020_[0.02701335 0.02701335] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.5980000000,-30.0200000000
3.599 -66.529_[0.03299005 0.03299005] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.5990000000,-66.5290000000
3.611 -65.798_[0.00938237 0.00938237] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.6110000000,-65.7980000000
3.617 -30.485_[0.009 0.009] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.6170000000,-30.4850000000
3.618 -30.736_[0.01203914 0.01203914] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.6180000000,-30.7360000000
3.628 -19.069_[0.01007022 0.01007022] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.6280000000,-19.0690000000
3.628 -30.408_[0.00914401 0.00914401] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.6280000000,-30.4080000000
3.628 -30.802_[0.009 0.009] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.6280000000,-30.8020000000
3.630 -30.857_[0.01538181 0.01538181] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.6300000000,-30.8570000000
3.633 -29.717_[0.00934101 0.00934101] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.6330000000,-29.7170000000
3.637 -30.493_[0.009 0.009] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.6370000000,-30.4930000000
3.641 -65.614_[0.0103477 0.0103477] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.6410000000,-65.6140000000
3.641 -65.749_[0.0165823 0.0165823] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.6410000000,-65.7490000000
3.643 -20.024_[0.01209867 0.01209867] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.6430000000,-20.0240000000
3.644 -30.287_[0.01004184 0.01004184] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.6440000000,-30.2870000000
3.652 -19.298_[0.009 0.009] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.6520000000,-19.2980000000
3.653 -19.783_[0.0090672 0.0090672] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.6530000000,-19.7830000000
3.658 -18.773_[0.01278834 0.01278834] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.6580000000,-18.7730000000
3.658 -19.655_[0.01048852 0.01048852] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.6580000000,-19.6550000000
3.661 -30.995_[0.02202237 0.02202237] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.6610000000,-30.9950000000
3.664 -30.333_[0.12987731 0.12987731] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.6640000000,-30.3330000000
3.665 -66.257_[0.009 0.009] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.6650000000,-66.2570000000
3.674 -30.802_[0.02768727 0.02768727] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.6740000000,-30.8020000000
3.674 -30.825_[0.009 0.009] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.6740000000,-30.8250000000
3.675 -65.718_[0.01372447 0.01372447] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.6750000000,-65.7180000000
3.677 -19.040_[0.01254822 0.01254822] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.6770000000,-19.0400000000
3.678 -65.476_[0.04030879 0.04030879] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.6780000000,-65.4760000000
3.682 -66.391_[0.0140607 0.0140607] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.6820000000,-66.3910000000
3.686 -66.248_[0.00907061 0.00907061] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.6860000000,-66.2480000000
3.690 -18.552_[0.0130515 0.0130515] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.6900000000,-18.5520000000
3.702 -20.419_[0.01432074 0.01432074] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.7020000000,-20.4190000000
3.703 -29.564_[0.01210636 0.01210636] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.7030000000,-29.5640000000
3.707 -65.959_[0.01653873 0.01653873] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.7070000000,-65.9590000000
3.715 -29.883_[0.009 0.009] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.7150000000,-29.8830000000
3.721 -30.552_[0.00977322 0.00977322] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.7210000000,-30.5520000000
3.745 -30.265_[0.009 0.009] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.7450000000,-30.2650000000
3.751 -29.921_[0.01142271 0.01142271] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.7510000000,-29.9210000000
3.759 -19.210_[0.009 0.009] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.7590000000,-19.2100000000
3.762 -19.406_[0.00972247 0.00972247] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.7620000000,-19.4060000000
3.762 -29.371_[0.0265088 0.0265088] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.7620000000,-29.3710000000
3.770 -19.019_[0.01292116 0.01292116] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.7700000000,-19.0190000000
3.770 -31.022_[0.009 0.009] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.7700000000,-31.0220000000
3.775 -30.695_[0.009 0.009] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.7750000000,-30.6950000000
3.783 -30.378_[0.009 0.009] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.7830000000,-30.3780000000
3.791 -66.109_[0.01014331 0.01014331] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.7910000000,-66.1090000000
3.793 -65.371_[0.009 0.009] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.7930000000,-65.3710000000
3.802 -19.744_[0.01073242 0.01073242] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.8020000000,-19.7440000000
3.820 -66.189_[0.0104127 0.0104127] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.8200000000,-66.1890000000
3.821 -65.559_[0.01458232 0.01458232] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.8210000000,-65.5590000000
3.823 -29.931_[0.009 0.009] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.8230000000,-29.9310000000
3.828 -29.854_[0.01861187 0.01861187] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.8280000000,-29.8540000000
3.832 -66.763_[0.00966773 0.00966773] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.8320000000,-66.7630000000
3.835 -66.916_[0.009 0.009] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.8350000000,-66.9160000000
3.836 -31.135_[0.009 0.009] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.8360000000,-31.1350000000
3.840 -66.029_[0.01282274 0.01282274] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.8400000000,-66.0290000000
3.857 -30.331_[0.01464627 0.01464627] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.8570000000,-30.3310000000
3.857 -30.691_[0.01359832 0.01359832] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.8570000000,-30.6910000000
3.864 -30.696_[0.009 0.009] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.8640000000,-30.6960000000
3.871 -30.253_[0.02694323 0.02694323] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.8710000000,-30.2530000000
3.872 -31.052_[0.01049005 0.01049005] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.8720000000,-31.0520000000
3.872 -66.140_[0.0091406 0.0091406] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.8720000000,-66.1400000000
3.874 -19.400_[0.00931453 0.00931453] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.8740000000,-19.4000000000
3.891 -29.992_[0.01419475 0.01419475] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.8910000000,-29.9920000000
3.891 -30.636_[0.0113624 0.0113624] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.8910000000,-30.6360000000
3.892 -65.685_[0.01133457 0.01133457] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.8920000000,-65.6850000000
3.894 -29.982_[0.01570251 0.01570251] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.8940000000,-29.9820000000
3.895 -29.849_[0.01964381 0.01964381] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.8950000000,-29.8490000000
3.905 -66.678_[0.05494429 0.05494429] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.9050000000,-66.6780000000
3.915 -19.061_[0.01471299 0.01471299] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.9150000000,-19.0610000000
3.922 -66.048_[0.013083 0.013083] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.9220000000,-66.0480000000
3.926 -29.989_[0.01357981 0.01357981] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.9260000000,-29.9890000000
3.928 -30.556_[0.00908388 0.00908388] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.9280000000,-30.5560000000
3.932 -30.188_[0.01049936 0.01049936] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.9320000000,-30.1880000000
3.935 -66.379_[0.0103523 0.0103523] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.9350000000,-66.3790000000
3.936 -29.997_[0.01034841 0.01034841] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.9360000000,-29.9970000000
3.938 -66.110_[0.01166232 0.01166232] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.9380000000,-66.1100000000
3.947 -19.178_[0.01717475 0.01717475] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.9470000000,-19.1780000000
3.956 -65.972_[0.00905471 0.00905471] deg_(J0014.3-6604.Fix.1pln-forPyBDSF.FITS).fits.png,3.9560000000,-65.9720000000
3.959 -29.901_[0.01334149 0.01334149] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.9590000000,-29.9010000000
3.961 -30.521_[0.02595333 0.02595333] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.9610000000,-30.5210000000
3.963 -29.597_[0.03135191 0.03135191] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.9630000000,-29.5970000000
3.971 -29.589_[0.009 0.009] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.9710000000,-29.5890000000
