filename,RA,Dec,label1,label2,label3,distance,source_type
302.069 -56.976_[0.01428446 0.01428446] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.0693622000,-56.9761807400,Bent,,,0.0002676414,typical
302.387 -57.135_[0.00989839 0.00989839] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.3865280000,-57.1352548400,FR II,,,0.0003613168,typical
302.400 -57.041_[0.01348908 0.01348908] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.4004825000,-57.0406677600,FR II,,,0.0004234270,typical
302.417 -57.524_[0.009 0.009] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.4172980000,-57.5238644400,FR I,,,0.0002097140,typical
302.496 -57.168_[0.01141018 0.01141018] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.4958535000,-57.1675042600,Bent,,,0.0005020639,typical
302.503 -56.938_[0.009 0.009] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.5027573000,-56.9375783700,Point Source,,,0.0004419308,typical
302.568 -56.753_[0.009 0.009] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.5680487000,-56.7532341100,Bent,,,0.0002356276,typical
302.705 -57.403_[0.01307345 0.01307345] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.7047402000,-57.4034553200,FR I,,,0.0004763460,typical
302.862 -56.728_[0.05623576 0.05623576] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.8615915000,-56.7281898600,Bent,,,0.0002937192,typical
302.898 -56.806_[0.009 0.009] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.8981217000,-56.8060960900,FR I,,,0.0001169327,typical
302.982 -57.282_[0.009 0.009] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.9824290000,-57.2819781000,Point Source,,,0.0002329081,typical
303.147 -56.989_[0.009 0.009] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,303.1474255000,-56.9893170600,FR II,,,0.0003927637,typical
303.273 -57.179_[0.009 0.009] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,303.2732502000,-57.1789635800,FR I,,,0.0001404166,typical
303.313 -57.227_[0.009 0.009] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,303.3126632000,-57.2272783500,Point Source,,,0.0003327418,typical
303.340 -56.253_[0.01597543 0.01597543] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,303.1655116000,-56.4263625000,Bent,Exotic,,0.1985144053,typical
303.408 -56.762_[0.009 0.009] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,303.4083306000,-56.7623657300,FR II,,,0.0004081601,typical
303.445 -56.783_[0.009 0.009] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,303.4448138000,-56.7827455200,Bent,,,0.0002741611,typical
303.575 -57.497_[0.00917472 0.00917472] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,303.5746929000,-57.4967611500,FR II,,,0.0002903107,typical
303.909 -57.640_[0.01189285 0.01189285] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,303.9088640000,-57.6399216100,Bent,,,0.0001069741,typical
304.209 -56.127_[0.01624631 0.01624631] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,304.2086382000,-56.1271039000,FR II,,,0.0002268437,typical
304.561 -57.122_[0.009 0.009] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,304.5610599000,-57.1217872500,Point Source,,,0.0002152204,typical
304.878 -56.950_[0.01035515 0.01035515] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,304.8777567000,-56.9501641100,FR I,Bent,,0.0002110410,typical
340.980 -44.410_[0.02208317 0.02208317] deg_(Abell_S1063.APSC.1pln-forPyBDSF.FITS).fits.png,340.9800650000,-44.4101390400,Bent,,,0.0001465907,typical
341.011 -16.356_[0.009 0.009] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,341.0110285000,-16.3558251800,Bent,,,0.0001769455,typical
341.032 -16.401_[0.01723856 0.01723856] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,341.0322635000,-16.4013670700,Bent,,,0.0004456870,typical
341.040 -16.376_[0.01608137 0.01608137] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,341.0404271000,-16.3763836100,FR II,,,0.0005613112,typical
341.101 -16.683_[0.009 0.009] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,341.1014167000,-16.6828265800,FR II,,,0.0004352060,typical
341.117 -15.535_[0.009 0.009] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,341.1169444000,-15.5353636800,Bent,,,0.0003676038,typical
341.127 -44.273_[0.01685191 0.01685191] deg_(Abell_S1063.APSC.1pln-forPyBDSF.FITS).fits.png,341.1271174000,-44.2727218700,Bent,,,0.0002905566,typical
341.134 -16.587_[0.009 0.009] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,341.1338225000,-16.5870516300,FR I,,,0.0001777777,typical
341.191 -16.556_[0.04685946 0.04685946] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,341.1906568000,-16.5555613300,FR II,,,0.0005483195,typical
341.359 -15.554_[0.01326935 0.01326935] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,341.3587691000,-15.5542545200,FR II,,,0.0003380254,typical
341.385 -15.438_[0.02675693 0.02675693] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,341.3846891000,-15.4375034300,FR II,,,0.0005799926,typical
341.392 -15.299_[0.009 0.009] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,341.3924625000,-15.2985699600,FR II,,,0.0006196356,typical
341.404 -44.417_[0.009 0.009] deg_(Abell_S1063.APSC.1pln-forPyBDSF.FITS).fits.png,341.4042840000,-44.4169719900,Point Source,,,0.0002047776,typical
341.450 -44.706_[0.009 0.009] deg_(Abell_S1063.APSC.1pln-forPyBDSF.FITS).fits.png,341.4495409000,-44.7055511100,Bent,,,0.0005549516,typical
341.482 -15.523_[0.02139941 0.02139941] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,341.4818679000,-15.5226184400,FR II,,,0.0004022298,typical
341.524 -15.995_[0.01154143 0.01154143] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,341.5238831000,-15.9952419600,FR I,,,0.0002667821,typical
341.527 -15.130_[0.009 0.009] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,341.5272766000,-15.1295646700,FR I,,,0.0005106937,typical
341.537 -16.902_[0.02102111 0.02102111] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,341.5368995000,-16.9018494900,Bent,,,0.0001786041,typical
341.546 -15.675_[0.02295208 0.02295208] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,341.5456769000,-15.6746544700,FR I,,,0.0004649344,typical
341.562 -16.910_[0.0684237 0.0684237] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,341.5624329000,-16.9101355700,FR II,,,0.0004358061,typical
341.569 -16.987_[0.01409358 0.01409358] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,341.5690988000,-16.9873060400,FR II,,,0.0003202937,typical
341.593 -43.886_[0.01486393 0.01486393] deg_(Abell_S1063.APSC.1pln-forPyBDSF.FITS).fits.png,341.5928974000,-43.8857403300,FR II,,,0.0002699950,typical
341.617 -16.818_[0.00996314 0.00996314] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,341.6169027000,-16.8175004300,typical,,,0.0005081782,typical
341.635 -15.470_[0.01236627 0.01236627] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,341.6353575000,-15.4698966000,FR II,,,0.0003597286,typical
341.636 -16.042_[0.02119107 0.02119107] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,341.6356306000,-16.0417575500,S/Z shaped,,,0.0004299053,typical
341.707 -16.009_[0.009 0.009] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,341.7066605000,-16.0094702000,FR II,,,0.0005723475,typical
341.711 -15.219_[0.01544268 0.01544268] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,341.7112480000,-15.2188504500,FR II,,,0.0002821899,typical
341.714 -15.768_[0.01545206 0.01545206] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,341.7137289000,-15.7682211500,FR I,,,0.0003420160,typical
341.716 -44.005_[0.009 0.009] deg_(Abell_S1063.APSC.1pln-forPyBDSF.FITS).fits.png,341.7160428000,-44.0054042900,FR I,Bent,,0.0004054607,typical
341.726 -15.554_[0.00955752 0.00955752] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,341.7259882000,-15.5540225300,FR I,,,0.0000252261,typical
341.747 -15.981_[0.00937278 0.00937278] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,341.7474987000,-15.9806060200,FR I,,,0.0006205408,typical
341.760 -16.028_[0.01414528 0.01414528] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,341.7599818000,-16.0281332100,FR II,,,0.0001343494,typical
341.782 -16.929_[0.0176125 0.0176125] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,341.7820123000,-16.9288975000,FR II,,,0.0001031760,typical
341.802 -44.827_[0.009 0.009] deg_(Abell_S1063.APSC.1pln-forPyBDSF.FITS).fits.png,341.8020909000,-44.8273702400,Bent,,,0.0003758117,typical
341.817 -16.618_[0.01078203 0.01078203] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,341.8173569000,-16.6177600400,FR II,,,0.0004177807,typical
341.822 -44.626_[0.0092159 0.0092159] deg_(Abell_S1063.APSC.1pln-forPyBDSF.FITS).fits.png,341.8215477000,-44.6258540200,FR I,,,0.0003534592,typical
341.837 -15.735_[0.00983076 0.00983076] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,341.8372573000,-15.7346878900,Bent,,,0.0003984306,typical
341.843 -44.460_[0.009 0.009] deg_(Abell_S1063.APSC.1pln-forPyBDSF.FITS).fits.png,341.8434815000,-44.4595024100,FR II,,,0.0006047340,typical
341.875 -44.689_[0.0139073 0.0139073] deg_(Abell_S1063.APSC.1pln-forPyBDSF.FITS).fits.png,341.8747871000,-44.6893780800,FR II,,,0.0004072509,typical
341.881 -15.895_[0.05659765 0.05659765] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,341.8808675000,-15.8951310800,FR II,,,0.0001828152,typical
341.920 -15.090_[0.009 0.009] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,341.9198848000,-15.0901290200,FR II,,,0.0001703444,typical
341.921 -44.618_[0.009 0.009] deg_(Abell_S1063.APSC.1pln-forPyBDSF.FITS).fits.png,341.9346770000,-44.5869352800,Should be discarded,,,0.0325552578,typical
341.924 -15.894_[0.01461039 0.01461039] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,341.9242388000,-15.8938309700,FR I,,,0.0002851655,typical
341.929 -16.329_[0.01236438 0.01236438] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,341.9292802000,-16.3289357300,FR II,,,0.0002764711,typical
341.929 -16.535_[0.01273131 0.01273131] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,341.9288009000,-16.5347787200,FR II,,,0.0002922239,typical
341.935 -16.193_[0.01104739 0.01104739] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,341.9348631000,-16.1932487100,FR II,,,0.0002813194,typical
341.942 -16.223_[0.01494114 0.01494114] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,341.9417055000,-16.2228179300,FR II,,,0.0003363186,typical
341.947 -45.192_[0.009 0.009] deg_(Abell_S1063.APSC.1pln-forPyBDSF.FITS).fits.png,341.9468211000,-45.1922907000,FR I,,,0.0003168639,typical
341.954 -15.702_[0.01200262 0.01200262] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,341.9537924000,-15.7016560200,Bent,,,0.0003978246,typical
341.965 -16.032_[0.01023312 0.01023312] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,341.9647570000,-16.0320601300,FR II,,,0.0002411665,typical
341.966 -44.487_[0.00991632 0.00991632] deg_(Abell_S1063.APSC.1pln-forPyBDSF.FITS).fits.png,341.9661164000,-44.4873556000,FR II,,,0.0003651677,typical
341.981 -15.372_[0.00923365 0.00923365] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,341.9813642000,-15.3717007700,Point Source,,,0.0004613681,typical
341.984 -15.742_[0.009 0.009] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,341.9838125000,-15.7418467700,FR II,,,0.0002367433,typical
342.000 -15.817_[0.01628472 0.01628472] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,341.9995391000,-15.8169347600,FR II,,,0.0004482230,typical
342.017 -15.280_[0.009 0.009] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.0173760000,-15.2796112800,FR II,,,0.0005316577,typical
342.031 -16.860_[0.01799262 0.01799262] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.0309797000,-16.8603178500,FR II,,,0.0003184427,typical
342.033 -15.644_[0.02084767 0.02084767] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.0334668000,-15.6442387600,FR II,,,0.0005089823,typical
342.034 -15.939_[0.0289922 0.0289922] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.0338491000,-15.9387474800,FR II,,,0.0002912394,typical
342.038 -16.490_[0.02802541 0.02802541] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.0382609000,-16.4895457900,FR II,,,0.0005185464,typical
342.039 -15.984_[0.01261746 0.01261746] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.0389424000,-15.9842938100,Bent,,,0.0002989829,typical
342.044 -44.660_[0.009 0.009] deg_(Abell_S1063.APSC.1pln-forPyBDSF.FITS).fits.png,342.0438290000,-44.6596394600,FR II,,,0.0003805035,typical
342.055 -15.733_[0.009 0.009] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.0552780000,-15.7331676500,Bent,,,0.0003157670,typical
342.055 -15.793_[0.0813566 0.0813566] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.0547925000,-15.7934572800,FR II,,,0.0004989706,typical
342.055 -44.240_[0.009 0.009] deg_(Abell_S1063.APSC.1pln-forPyBDSF.FITS).fits.png,342.3696505000,-44.1867755000,FR II,,,0.2317203167,typical
342.062 -16.111_[0.009 0.009] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.0619847000,-16.1109200300,FR I,,,0.0000813105,typical
342.068 -43.841_[0.009 0.009] deg_(Abell_S1063.APSC.1pln-forPyBDSF.FITS).fits.png,342.0681596000,-43.8411502400,FR II,,,0.0001892722,typical
342.071 -15.574_[0.0275404 0.0275404] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.0713233000,-15.5742735300,FR II,,,0.0004144963,typical
342.071 -44.636_[0.01965045 0.01965045] deg_(Abell_S1063.APSC.1pln-forPyBDSF.FITS).fits.png,342.0714443000,-44.6364478400,typical,,,0.0005481925,typical
342.103 -15.842_[0.01149675 0.01149675] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.1029484000,-15.8423884800,FR II,,,0.0003916393,typical
342.105 -16.352_[0.01082059 0.01082059] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.1046661000,-16.3522168900,FR II,,,0.0003869036,typical
342.107 -17.083_[0.009 0.009] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.1067676000,-17.0828023000,FR II,,,0.0002973805,typical
342.119 -15.148_[0.009 0.009] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.1190605000,-15.1477230800,FR I,,,0.0002830102,typical
342.124 -15.191_[0.00952975 0.00952975] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.1239234000,-15.1914722100,FR I,,,0.0004779608,typical
342.129 -16.176_[0.009 0.009] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.1285192000,-16.1755989800,FR I,,,0.0006115916,typical
342.131 -16.014_[0.01431748 0.01431748] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.1818735000,-16.0131529300,FR II,,,0.0489067589,typical
342.137 -15.618_[0.009 0.009] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.1372008000,-15.6183552100,Bent,,,0.0004044410,typical
342.144 -15.865_[0.009 0.009] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.1439987000,-15.8651863100,FR II,,,0.0001863125,typical
342.148 -15.811_[0.00956344 0.00956344] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.1481115000,-15.8110885200,FR I,,,0.0001390865,typical
342.153 -15.740_[0.01853767 0.01853767] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.1528742000,-15.7396601300,X-Shaped,,,0.0003607939,typical
342.157 -16.209_[0.00921813 0.00921813] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.1571851000,-16.2085944300,FR II,,,0.0004428090,typical
342.168 -15.241_[0.01032059 0.01032059] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.1678313000,-15.2413024100,Bent,,,0.0003434304,typical
342.182 -16.013_[0.0980976 0.0980976] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.1818735000,-16.0131529300,FR II,,,0.0001953743,typical
342.192 -15.789_[0.009 0.009] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.1921146000,-15.7893990500,Point Source,,,0.0004140072,typical
342.211 -15.028_[0.009 0.009] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.2108284000,-15.0282588000,Bent,,,0.0003073182,typical
342.266 -44.704_[0.009 0.009] deg_(Abell_S1063.APSC.1pln-forPyBDSF.FITS).fits.png,342.3574947000,-44.6984528200,Bent,,,0.0652691562,typical
342.268 -16.924_[0.01405571 0.01405571] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.2678109000,-16.9242072200,FR I,,,0.0002750808,typical
342.278 -44.467_[0.01108851 0.01108851] deg_(Abell_S1063.APSC.1pln-forPyBDSF.FITS).fits.png,342.2775806000,-44.4670076500,FR I,Bent,,0.0002994056,typical
342.286 -16.208_[0.01637173 0.01637173] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.2859932000,-16.2078244800,FR II,,,0.0001756430,typical
342.294 -15.805_[0.01696398 0.01696398] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.2939563000,-15.8046125000,FR II,,,0.0003897755,typical
342.305 -15.983_[0.02590634 0.02590634] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.3051375000,-15.9830863500,FR I,,,0.0001578881,typical
342.306 -15.774_[0.009 0.009] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.3059304000,-15.7736590500,Bent,,,0.0003474670,typical
342.314 -16.888_[0.009 0.009] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.3136214000,-16.8884429300,FR I,,,0.0005722137,typical
342.318 -15.482_[0.01104085 0.01104085] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.3183903000,-15.4823364900,Point Source,,,0.0005046828,typical
342.322 -16.015_[0.01647097 0.01647097] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.3224977000,-16.0145717600,Bent,,,0.0006420605,typical
342.339 -15.876_[0.01381338 0.01381338] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.3391280000,-15.8760420900,FR II,,,0.0001301158,typical
342.340 -44.396_[0.009 0.009] deg_(Abell_S1063.APSC.1pln-forPyBDSF.FITS).fits.png,342.3398271000,-44.3955945700,Point Source,,,0.0004238348,typical
342.357 -44.698_[0.03078668 0.03078668] deg_(Abell_S1063.APSC.1pln-forPyBDSF.FITS).fits.png,342.3574947000,-44.6984528200,Bent,,,0.0005733228,typical
342.359 -16.111_[0.01899012 0.01899012] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.3589762000,-16.1106588900,FR II,,,0.0003418753,typical
342.364 -15.659_[0.04600048 0.04600048] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.3640357000,-15.6587318800,FR II,,,0.0002703148,typical
342.370 -44.187_[0.00916953 0.00916953] deg_(Abell_S1063.APSC.1pln-forPyBDSF.FITS).fits.png,342.3696505000,-44.1867755000,FR II,,,0.0003364648,typical
342.376 -16.823_[0.01678002 0.01678002] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.3762988000,-16.8230254200,Bent,,,0.0002871397,typical
342.400 -16.811_[0.01383855 0.01383855] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.4003496000,-16.8109089300,FR II,,,0.0003468287,typical
342.403 -16.264_[0.04493939 0.04493939] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.4028414000,-16.2643636800,FR II,,,0.0003942632,typical
342.414 -16.741_[0.01319038 0.01319038] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.4142383000,-16.7409480600,FR II,,,0.0002340352,typical
342.416 -44.300_[0.009 0.009] deg_(Abell_S1063.APSC.1pln-forPyBDSF.FITS).fits.png,342.4161861000,-44.3004623100,Point Source,,,0.0004811134,typical
342.428 -15.805_[0.009 0.009] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.4277240000,-15.8046850600,FR I,,,0.0004119624,typical
342.447 -15.375_[0.04765183 0.04765183] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.4467030000,-15.3748359100,FR II,,,0.0003300517,typical
342.519 -44.616_[0.02692663 0.02692663] deg_(Abell_S1063.APSC.1pln-forPyBDSF.FITS).fits.png,342.5194519000,-44.6159224800,FR II,,,0.0003308855,typical
342.523 -16.926_[0.01175578 0.01175578] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.5228475000,-16.9255540700,FR I,,,0.0004691888,typical
342.530 -15.408_[0.04783624 0.04783624] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.5299194000,-15.4080866500,FR I,,,0.0001163860,typical
342.531 -16.693_[0.009 0.009] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.5309562000,-16.6933522200,FR II,,,0.0003547108,typical
342.541 -16.541_[0.01080366 0.01080366] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.5410408000,-16.5409064200,FR II,,,0.0001014231,typical
342.557 -16.539_[0.01300229 0.01300229] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.5572533000,-16.5385364300,FR II,,,0.0005233152,typical
342.576 -15.880_[0.01737607 0.01737607] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.5759159000,-15.8796071600,FR I,,,0.0004010828,typical
342.585 -16.563_[0.01765637 0.01765637] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.5850498000,-16.5630130200,FR II,,,0.0000494821,typical
342.587 -45.270_[0.01058972 0.01058972] deg_(Abell_S1063.APSC.1pln-forPyBDSF.FITS).fits.png,342.5868753000,-45.2698388700,FR II,,,0.0001834799,typical
342.603 -15.827_[0.02864997 0.02864997] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.6026067000,-15.8270182600,FR II,,,0.0003788293,typical
342.614 -43.812_[0.01219362 0.01219362] deg_(Abell_S1063.APSC.1pln-forPyBDSF.FITS).fits.png,342.6141700000,-43.8120969200,FR I,Bent,,0.0001563362,typical
342.640 -16.068_[0.009 0.009] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.6399640000,-16.0675594800,FR I,,,0.0004418771,typical
342.643 -15.296_[0.0432483 0.0432483] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.6428123000,-15.2959147300,S/Z shaped,,,0.0002001221,typical
342.656 -44.514_[0.009 0.009] deg_(Abell_S1063.APSC.1pln-forPyBDSF.FITS).fits.png,342.6558799000,-44.5136062600,FR I,,,0.0004029468,typical
342.681 -16.496_[0.01370082 0.01370082] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.6811313000,-16.4961833800,FR II,,,0.0002224371,typical
342.692 -16.201_[0.01106154 0.01106154] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.6917065000,-16.2014388400,Bent,,,0.0005215516,typical
342.706 -16.415_[0.01298604 0.01298604] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.7063987000,-16.4148629800,Bent,,,0.0004062536,typical
342.735 -15.598_[0.01129839 0.01129839] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.7347381000,-15.5977038100,Bent,,,0.0003890511,typical
342.737 -15.802_[0.009 0.009] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.7371077000,-15.8015804300,FR II,,,0.0004321798,typical
342.740 -15.958_[0.01738264 0.01738264] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.7400195000,-15.9583051300,FR II,,,0.0003057058,typical
342.759 -16.203_[0.03639615 0.03639615] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.7587038000,-16.2027658700,FR II,,,0.0003684021,typical
342.785 -16.684_[0.0149846 0.0149846] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.7845887000,-16.6842198400,FR II,,,0.0004511683,typical
342.787 -15.560_[0.01606838 0.01606838] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.7869257000,-15.5602440700,Bent,,,0.0002543486,typical
342.796 -16.535_[0.02579688 0.02579688] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.7958865000,-16.5348915900,FR II,,,0.0001535962,typical
342.797 -15.635_[0.02266963 0.02266963] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.7973933000,-15.6354628300,FR II,,,0.0005980470,typical
342.801 -16.919_[0.02630621 0.02630621] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.8006227000,-16.9193315000,FR II,,,0.0004900936,typical
342.803 -15.840_[0.02511723 0.02511723] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.8029372000,-15.8399826000,FR I,S/Z shaped,,0.0000628670,typical
342.803 -15.973_[0.03624762 0.03624762] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.8029204000,-15.9734464700,FR I,,,0.0004529806,typical
342.822 -15.755_[0.01041717 0.01041717] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.8220983000,-15.7548822600,Point Source,,,0.0001510407,typical
342.838 -15.771_[0.009 0.009] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.8380525000,-15.7707051600,FR II,,,0.0002991377,typical
342.858 -15.613_[0.009 0.009] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.8578990000,-15.6129229900,Point Source,,,0.0001240648,typical
342.863 -16.293_[0.02618435 0.02618435] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.8627312000,-16.2933816700,FR II,,,0.0004606938,typical
342.870 -16.044_[0.009 0.009] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.8700421000,-16.0442119200,FR I,,,0.0002157481,typical
342.893 -16.114_[0.01547121 0.01547121] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.8927884000,-16.1139802900,FR II,,,0.0002042394,typical
342.894 -16.348_[0.01676826 0.01676826] deg_(Abell_2485_1pln-forPyBDSF.FITS).fits.png,342.8936591000,-16.3484031500,FR I,,,0.0005191681,typical
